#,ML Number,Status,Address,City,Zip,Legal Subdivision Name,Subdivision/Condo Name,Heated Area,Current Price,Beds,Full Baths,Half Baths,Year Built,Pool,Property Style,Ownership,Tax,CDOM,ADOM,Days to Contract,Sold Terms,Close Date,LP / SqFt,SP/SqFt,SP / LP
114,TB8336518,ACT,32328 FISH HOOK LOOP,WESLEY CHAPEL,33545,NEW RIVER LAKES VILLAGES B2 & D,,"1,536","$370,000 ",3,2,1,2004,Community,Single Family Residence,Fee Simple,"$2,614.00 ",12,12,,,,$240.89 ,,
115,TB8328295,ACT,8465 BOWER BASS CIR,WESLEY CHAPEL,33545,EPPERSON RANCH PH 6-1,,"1,426","$374,990 ",3,2,0,2020,Community,Single Family Residence,Fee Simple,$284.00 ,37,37,,,,$262.97 ,,
116,TB8339672,ACT,6820 ARAMON CT,WESLEY CHAPEL,33545,BRIDGEWATER PH 01 & 02,,"1,860","$375,000 ",4,2,0,2004,Community,Single Family Residence,Fee Simple,"$3,500.00 ",66,3,,,,$201.61 ,,
117,TB8329016,ACT,5639 BROOKLET WOODS DR,WESLEY CHAPEL,33545,TWIN CREEKS AT CHAPEL CROSSINGS,,"1,888","$379,175 ",3,2,1,2024,Community,Townhouse,Fee Simple,"$2,052.00 ",41,41,,,,$200.83 ,,
118,TB8340352,ACT,29850 SOUTHWELL LN,WESLEY CHAPEL,33543,WINDERMERE ESTATES,,"1,853","$379,900 ",3,2,1,2022,Community,Townhouse,Fee Simple,"$6,795.00 ",3,3,,,,$205.02 ,,
119,TB8330749,ACT,33458 COLBURN CREEK WAY,WESLEY CHAPEL,33545,WESTGATE,,"1,672","$379,990 ",3,2,0,2025,Community,Single Family Residence,Fee Simple,$0.00 ,35,35,,,,$227.27 ,,
120,O6257820,ACT,27724 SORA BLVD,WESLEY CHAPEL,33544,QUAIL WOODS,,"1,916","$380,000 ",3,2,0,2002,None,Single Family Residence,Fee Simple,"$2,329.00 ",67,67,,,,$198.33 ,,
121,A4631249,ACT,5967 TIMBERDALE AVE,WESLEY CHAPEL,33545,CHAPEL CROSSINGS,,"1,631","$388,750 ",2,2,0,2023,Community,Villa,Fee Simple,"$2,544.20 ",171,48,,,,$238.35 ,,
122,TB8328696,ACT,4005 LANGDRUM DR,WESLEY CHAPEL,33543,MEADOW POINTE 04 PRCL K,,"1,730","$390,995 ",3,2,0,2007,None,Single Family Residence,Fee Simple,"$7,893.38 ",42,42,,,,$226.01 ,,
123,TB8333835,ACT,9202 FORGE BREEZE LOOP,WESLEY CHAPEL,33545,EPPERSON RANCH NORTH POD F PH,,"1,961","$394,990 ",3,2,1,2023,None,Single Family Residence,Fee Simple,$820.00 ,19,19,,,,$201.42 ,,
124,TB8317543,ACT,1925 TIDEWATER CT,WESLEY CHAPEL,33543,TANGLEWOOOD VILLAGE,,"1,700","$395,000 ",3,2,0,1984,None,Single Family Residence,Fee Simple,"$5,131.00 ",77,77,,,,$232.35 ,,
125,TB8337805,ACT,28752 THOMASVILLE PL,WESLEY CHAPEL,33545,VILLAGES AT WESLEY CHAPEL PH 1B/1C,,"2,081","$398,000 ",4,2,0,1994,None,Single Family Residence,Fee Simple,"$5,917.04 ",6,6,,,,$191.25 ,,
126,TB8327312,ACT,28424 OPENFIELD LOOP,WESLEY CHAPEL,33543,MEADOW POINTE PRCL 03,,"1,825","$399,000 ",3,2,0,1994,None,Single Family Residence,Fee Simple,"$2,884.55 ",44,44,,,,$218.63 ,,
127,O6263844,ACT,27837 SKY LAKE CIR,WESLEY CHAPEL,33544,LAKES NORTHWOOD PH 01A 01B 02B,,"1,825","$399,900 ",4,2,0,1997,None,Single Family Residence,Fee Simple,"$5,008.00 ",34,34,,,,$219.12 ,,
128,TB8321082,ACT,31115 HANNIGAN PL,WESLEY CHAPEL,33543,MEADOW POINTE 111,,"1,956","$399,900 ",4,2,0,2003,None,Single Family Residence,Fee Simple,"$7,437.91 ",59,59,,,,$204.45 ,,
129,TB8317667,ACT,6092 TIMBERDALE AVE,WESLEY CHAPEL,33545,TIMBERDALE AT CHAPEL CROSSING,,"1,765","$399,945 ",3,2,0,2024,None,Villa,Fee Simple,"$2,641.00 ",77,77,,,,$226.60 ,,
130,TB8330753,ACT,5403 OXFORD GRAY RD,WESLEY CHAPEL,33545,WESTGATE,,"1,672","$399,990 ",3,2,0,2025,Community,Single Family Residence,Fee Simple,$0.00 ,35,35,,,,$239.23 ,,
131,TB8325596,ACT,6906 QUAIL HOLLOW BLVD,WESLEY CHAPEL,33544,QUAIL HOLLOW ESTATES,,"1,526","$400,000 ",3,2,0,1978,None,Single Family Residence,Fee Simple,"$6,173.54 ",54,54,,,,$262.12 ,,
132,TB8320553,ACT,2879 MAIDEN GRASS ISLE,WESLEY CHAPEL,33543,ASHBERRY VILLAGE PH 1,,"2,007","$400,000 ",4,2,1,2021,Community,Single Family Residence,Fee Simple,"$5,010.00 ",69,69,,,,$199.30 ,,
133,TB8332158,ACT,7639 PEACE LILY AVE,WESLEY CHAPEL,33545,PASADENA POINT,,"2,039","$403,990 ",4,2,1,2024,Community,Single Family Residence,Fee Simple,$915.00 ,31,31,,,,$198.13 ,,
134,TB8335789,ACT,1550 FIREWHEEL DR,WESLEY CHAPEL,33543,MEADOW POINTE PARCEL 8 UNIT 4,,"1,990","$405,000 ",4,2,1,1997,None,Single Family Residence,Fee Simple,"$6,303.46 ",9,9,,,,$203.52 ,,
135,TB8329989,ACT,5021 GATO DEL SOL CIR,WESLEY CHAPEL,33544,LEXINGTON OAKS VILLAGE,,"1,685","$407,500 ",3,2,0,2002,Community,Single Family Residence,Fee Simple,"$2,778.00 ",38,38,,,,$241.84 ,,
136,TB8326731,ACT,6173 TIMBERDALE AVE,WESLEY CHAPEL,33545,TIMBERDALE AT CHAPEL CROSSING,,"1,765","$409,293 ",3,2,0,2024,None,Villa,Fee Simple,"$2,641.00 ",48,48,,,,$231.89 ,,
137,TB8339792,ACT,27325 MISTFLOWER DR,WESLEY CHAPEL,33544,SEVEN OAKS PRCL S-8B2,,"1,673","$409,900 ",3,2,0,2005,Community,Villa,Fee Simple,"$8,378.00 ",100,3,,,,$245.01 ,,
138,TB8328356,ACT,5627 WAR ADMIRAL DR,WESLEY CHAPEL,33544,LEXINGTON OAKS VILLAGE 13,,"1,505","$409,900 ",3,2,0,2000,None,Single Family Residence,Fee Simple,"$3,580.00 ",43,43,,,,$272.36 ,,
139,TB8325408,ACT,7671 PEACE LILY AVE,WESLEY CHAPEL,33545,PASADENA POINT,,"2,226","$409,990 ",4,2,1,2024,Community,Single Family Residence,Fee Simple,$968.00 ,54,54,,,,$184.18 ,,
140,TB8326800,ACT,6189 TIMBERDALE AVE,WESLEY CHAPEL,33545,TIMBERDALE AT CHAPEL CROSSING,,"1,765","$411,635 ",3,2,0,2024,None,Villa,Fee Simple,"$2,641.00 ",48,48,,,,$233.22 ,,
141,TB8331776,ACT,30009 MORNINGMIST DR,WESLEY CHAPEL,33543,MEADOW POINTE PRCL 09,,"1,792","$414,900 ",3,2,0,1999,Community,Single Family Residence,Fee Simple,"$5,946.12 ",27,27,,,,$231.53 ,,
142,TB8321504,ACT,30619 WHITE BIRD AVE,WESLEY CHAPEL,33543,COUNTRY WALK INCREMENT A PH 01,,"1,971","$414,900 ",4,2,1,2006,None,Single Family Residence,Fee Simple,"$6,944.71 ",65,65,,,,$210.50 ,,
143,TB8332864,ACT,5357 COBBLESTONE CT,WESLEY CHAPEL,33543,SADDLEBROOK,,"2,115","$415,000 ",3,2,1,1990,Community,Single Family Residence,Fee Simple,"$5,005.00 ",24,24,,,,$196.22 ,,
144,TB8333317,ACT,31496 WOODLAND RACE LOOP,WESLEY CHAPEL,33545,TWIN CREEKS AT CHAPEL CROSSINGS,,"2,230","$419,462 ",3,2,1,2024,Community,Townhouse,Fee Simple,"$2,267.00 ",23,23,,,,$188.10 ,,
145,TB8321535,ACT,5337 TREIG LN,WESLEY CHAPEL,33545,ABERDEEN PH 02,,"2,200","$419,900 ",4,2,1,2003,None,Single Family Residence,Fee Simple,"$6,043.90 ",66,66,,,,$190.86 ,,
146,TB8339422,ACT,5310 ALGERINE PL,WESLEY CHAPEL,33544,LEXINGTON OAKS VILLAGES 21 & 22,,"1,956","$420,000 ",4,2,0,2003,Community,Single Family Residence,Fee Simple,"$3,220.29 ",3,3,,,,$214.72 ,,
147,OM691288,ACT,1228 CORD GRASS CT,WESLEY CHAPEL,33543,ALKEN ACRES,,"1,506","$420,000 ",3,2,0,1993,Private,Single Family Residence,Fee Simple,"$5,117.53 ",14,14,,,,$278.88 ,,
148,TB8325655,ACT,8333 HARDY BAY LOOP,WESLEY CHAPEL,33545,EPPERSON RANCH NORTH POD F PH,,"2,260","$420,000 ",4,2,1,2023,Community,Single Family Residence,Fee Simple,"$6,117.00 ",53,53,,,,$185.84 ,,
149,TB8317727,ACT,27542 SKY LAKE CIRCLE,WESLEY CHAPEL,33544,LAKES AT NORTHWOOD PH 03A,,"1,774","$420,000 ",4,2,0,2001,None,Single Family Residence,Fee Simple,"$4,964.00 ",60,60,,,,$236.75 ,,
150,TB8332773,ACT,5360 OXFORD GRAY RD,WESLEY CHAPEL,33545,WESTGATE AT AVALON PARK,,"2,260","$420,990 ",4,2,1,2025,Community,Single Family Residence,Fee Simple,$0.00 ,26,26,,,,$186.28 ,,
151,TB8333320,ACT,31490 WOODLAND RACE LOOP,WESLEY CHAPEL,33545,TWIN CREEKS AT CHAPEL CROSSINGS,,"2,230","$421,016 ",3,2,1,2024,Community,Townhouse,Fee Simple,"$2,267.00 ",23,23,,,,$188.80 ,,
152,TB8339668,ACT,7932 PELICAN REED CIR,WESLEY CHAPEL,33545,EPPERSON RANCH,,"2,260","$423,990 ",4,2,1,2018,Community,Single Family Residence,Fee Simple,"$7,113.00 ",3,3,,,,$187.61 ,,
153,TB8331019,ACT,4508 REDCOAT DR,WESLEY CHAPEL,33543,FOX RIDGE,,"1,300","$425,000 ",3,2,0,2006,None,Single Family Residence,Fee Simple,"$5,278.72 ",34,34,,,,$326.92 ,,
154,TB8329659,ACT,30923 BURLEIGH DR,WESLEY CHAPEL,33543,MEADOW POINTE,,"1,956","$425,000 ",3,2,0,2001,Community,Single Family Residence,Fee Simple,"$3,776.00 ",17,17,,,,$217.28 ,,
155,TB8329541,ACT,4663 ALMADA LN,WESLEY CHAPEL,33543,ESTANCIA PH 4,,"1,827","$425,000 ",3,2,1,2020,Community,Townhouse,Fee Simple,"$5,385.00 ",39,39,,,,$232.62 ,,
156,O6268012,ACT,34434 WINDKNOB CT,WESLEY CHAPEL,33545,OAK CRK PH 01,,"2,323","$427,000 ",4,2,0,2006,Community,Single Family Residence,Fee Simple,"$5,423.00 ",18,18,,,,$183.81 ,,
157,TB8337474,ACT,30160 SKYLARK DR,WESLEY CHAPEL,33545,WESBRIDGE PH 2 & 2A,,"1,850","$427,890 ",4,2,0,2021,None,Single Family Residence,Co-op,"$7,806.54 ",9,9,,,,$231.29 ,,
158,TB8323489,ACT,31218 PENDLETON LANDING CIR,WESLEY CHAPEL,33545,PENDLETON AT CHAPEL CROSSINGS,,"1,787","$429,070 ",3,2,1,2024,Community,Single Family Residence,Fee Simple,"$2,427.00 ",60,60,,,,$240.11 ,,
159,TB8331017,ACT,32111 BROOKSTONE DR,WESLEY CHAPEL,33545,NEW RIVER LAKES VILLAGES B2 & D,,"2,375","$430,000 ",4,2,1,2004,Community,Single Family Residence,Fee Simple,"$1,903.56 ",14,14,,,,$181.05 ,,
160,TB8319502,ACT,31366 BARREL WAVE WAY,WESLEY CHAPEL,33545,EPPERSON NORTH VILLAGE E-4,,"1,870","$432,990 ",4,2,1,2022,Community,Single Family Residence,Fee Simple,"$5,486.00 ",62,62,,,,$231.55 ,,
161,O6270885,ACT,4311 RUSTIC PINE PL,WESLEY CHAPEL,33544,SEVEN OAKS PRCL C-1C/C-1D,,"2,078","$435,000 ",4,2,0,2009,None,Single Family Residence,Fee Simple,"$7,372.17 ",8,8,,,,$209.34 ,,
162,TB8330005,ACT,7624 STARFLOWER WAY,WESLEY CHAPEL,33545,PASADENA POINT,,"2,226","$435,000 ",4,2,1,2024,Community,Single Family Residence,Fee Simple,"$1,076.51 ",35,35,,,,$195.42 ,,
163,TB8323930,ACT,30445 TREMONT DR,WESLEY CHAPEL,33543,MEADOW POINTE PARCEL 17 UNIT 1 PB 37 PGS,,"2,115","$435,000 ",4,2,0,2000,None,Single Family Residence,Fee Simple,"$3,737.00 ",59,59,,,,$205.67 ,,
164,TB8328112,ACT,32627 ABBY LAX LN,WESLEY CHAPEL,33543,UNION PARK PH 8A,,"2,260","$439,000 ",4,2,1,2019,Community,Single Family Residence,Fee Simple,"$5,914.31 ",45,45,,,,$194.25 ,,
165,TB8326960,ACT,6176 TIMBERDALE AVE,WESLEY CHAPEL,33545,TIMBERDALE AT CHAPEL CROSSING,,"1,765","$442,746 ",3,2,0,2024,None,Villa,Fee Simple,"$2,669.00 ",47,47,,,,$250.85 ,,
166,TB8318533,ACT,32925 HILLMAN CT,WESLEY CHAPEL,33543,ASHTON OAKS PH 02,,"2,355","$449,000 ",3,2,1,2012,Community,Single Family Residence,Fee Simple,"$5,253.53 ",69,69,,,,$190.66 ,,
167,TB8337655,ACT,28523 PLEASANT BAY LOOP,WESLEY CHAPEL,33543,ARBORS/WIREGRASS RANCH,,"2,319","$449,900 ",3,2,1,2016,Community,Townhouse,Fee Simple,"$7,020.00 ",9,9,,,,$194.01 ,,
168,TB8334814,ACT,34314 JASPER STONE DR,WESLEY CHAPEL,33543,ASHBERRY VILLAGE PH 1,,"2,605","$449,900 ",5,3,0,2022,None,Single Family Residence,Fee Simple,"$9,063.84 ",17,17,,,,$172.71 ,,
169,TB8333148,ACT,6519 SPARKLING WAY,WESLEY CHAPEL,33545,OAK CRK PH 3,,"2,106","$450,000 ",3,2,0,2016,Community,Single Family Residence,Fee Simple,"$2,309.76 ",18,18,,,,$213.68 ,,
170,TB8326160,ACT,30963 PENDLETON LANDING CIR,WESLEY CHAPEL,33545,CHAPEL CROSSINGS,,"1,962","$457,764 ",3,2,1,2024,Community,Single Family Residence,Fee Simple,"$6,300.00 ",42,42,,,,$233.31 ,,
171,TB8325225,ACT,31210 PENDLETON LANDING CIR,WESLEY CHAPEL,33545,PENDLETON,,"2,081","$459,349 ",3,2,1,2024,Community,Single Family Residence,Fee Simple,"$2,427.00 ",82,55,,,,$220.73 ,,
172,TB8325216,ACT,31272 PENDLETON LANDING CIR,WESLEY CHAPEL,33545,PENDLETON,,"2,007","$459,850 ",3,2,1,2024,Community,Single Family Residence,Fee Simple,"$2,427.00 ",55,55,,,,$229.12 ,,
173,TB8325339,ACT,6751 BOULDER RUN LOOP,WESLEY CHAPEL,33545,OAK CRK A-C PH 02,,"2,359","$459,900 ",4,3,0,2010,Community,Single Family Residence,Fee Simple,"$5,612.67 ",220,54,,,,$194.96 ,,
174,TB8325425,ACT,7735 PEACE LILY AVE,WESLEY CHAPEL,33545,PASADENA POINT,,"2,470","$459,990 ",5,3,0,2024,Community,Single Family Residence,Fee Simple,"$1,019.00 ",54,54,,,,$186.23 ,,
175,TB8321844,ACT,7751 PEACE LILY AVE,WESLEY CHAPEL,33545,PASADENA POINT,,"2,470","$459,990 ",5,3,0,2024,Community,Single Family Residence,Fee Simple,$953.00 ,66,66,,,,$186.23 ,,
176,TB8320555,ACT,7775 ABBY BROOKS CIR,WESLEY CHAPEL,33545,EPPERSON RANCH PH 5-2,,"1,998","$464,990 ",3,2,0,2022,Community,Single Family Residence,Fee Simple,"$5,354.00 ",66,66,,,,$232.73 ,,
177,TB8329448,ACT,30399 MARQUETTE AVE,WESLEY CHAPEL,33545,WESBRIDGE PH 1,,"2,164","$465,000 ",4,2,0,2022,None,Single Family Residence,Fee Simple,"$5,854.77 ",38,38,,,,$214.88 ,,
178,TB8332042,ACT,30980 PENDLETON LANDING CIR,WESLEY CHAPEL,33545,CHAPEL CROSSINGS,,"2,143","$466,957 ",3,2,1,2024,Community,Single Family Residence,Fee Simple,"$5,800.00 ",31,31,,,,$217.90 ,,
179,TB8334744,ACT,7480 POOL COMPASS LOOP,WESLEY CHAPEL,33545,EPPERSON RANCH SOUTH PH 3B 3C,,"1,861","$469,000 ",3,2,0,2020,None,Single Family Residence,Fee Simple,"$8,083.00 ",17,17,,,,$252.02 ,,
180,TB8329081,ACT,31464 WOODLAND RACE LOOP,WESLEY CHAPEL,33545,TWIN CREEKS AT CHAPEL CROSSINGS,,"2,586","$469,908 ",4,3,0,2024,Community,Townhouse,Fee Simple,"$2,320.00 ",41,41,,,,$181.71 ,,
181,TB8325433,ACT,7679 PEACE LILY AVE,WESLEY CHAPEL,33545,PASADENA POINT,,"2,470","$469,990 ",5,3,0,2024,Community,Single Family Residence,Fee Simple,$968.00 ,54,54,,,,$190.28 ,,
182,TB8325407,ACT,31059 PENDLETON LANDING CIR,WESLEY CHAPEL,33545,PENDLETON,,"2,068","$474,054 ",3,2,1,2024,Community,Single Family Residence,Fee Simple,"$2,484.00 ",54,54,,,,$229.23 ,,
183,TB8325432,ACT,7697 PEACE LILY AVE,WESLEY CHAPEL,33545,PASADENA POINT,,"2,470","$474,990 ",5,3,0,2024,Community,Single Family Residence,Fee Simple,"$1,069.00 ",54,54,,,,$192.30 ,,
184,TB8333718,ACT,29254 PERILLI PL,WESLEY CHAPEL,33543,ESTANCIA PH 1D,,"1,610","$475,000 ",3,2,0,2016,Community,Single Family Residence,Fee Simple,"$6,426.74 ",17,17,,,,$295.03 ,,
185,TB8330857,ACT,4521 BARLETTA CT,WESLEY CHAPEL,33543,ESTANCIA PH 2A,,"1,861","$475,000 ",2,2,0,2017,Community,Villa,Fee Simple,"$7,333.04 ",33,33,,,,$255.24 ,,
186,TB8326117,ACT,31009 PENDLETON LANDING CIR,WESLEY CHAPEL,33545,CHAPEL CROSSINGS,,"2,143","$477,957 ",4,3,0,2024,Community,Single Family Residence,Fee Simple,"$6,600.00 ",42,42,,,,$223.03 ,,
187,TB8325246,ACT,31202 PENDLETON LANDING CIR,WESLEY CHAPEL,33545,PENDLETON AT CHAPEL CROSSINGS,,"2,323","$479,175 ",4,3,0,2024,Community,Single Family Residence,Fee Simple,"$2,427.00 ",55,55,,,,$206.27 ,,
188,TB8339398,ACT,1525 BAYTHORN DR,WESLEY CHAPEL,33543,MEADOW POINTE PRCL 18,,"2,085","$479,999 ",4,2,0,2001,None,Single Family Residence,Fee Simple,"$7,912.29 ",5,5,,,,$230.22 ,,
189,TB8338175,ACT,3450 JUNEBERRY DR,WESLEY CHAPEL,33543,MEADOW POINTE 04 PRCL M,,"2,518","$479,999 ",4,3,1,2006,Community,Single Family Residence,Fee Simple,"$6,671.61 ",7,7,,,,$190.63 ,,
190,TB8339482,ACT,4639 GAROFALO RD,WESLEY CHAPEL,33543,ESPLANADE AT WIREGRASS RANCH,,"1,689","$480,000 ",2,2,0,2023,Community,Single Family Residence,Fee Simple,"$9,007.54 ",4,4,,,,$284.19 ,,
191,TB8327405,ACT,4587 ALMADA LN,WESLEY CHAPEL,33543,ESTANCIA PH 4,,"2,047","$482,000 ",3,2,1,2022,Community,Townhouse,Fee Simple,"$7,750.00 ",46,46,,,,$235.47 ,,
192,TB8321809,ACT,29414 ALLEGRO DR,WESLEY CHAPEL,33543,MEADOW POINTE PRCL 10,,"2,017","$484,900 ",4,2,0,2000,Community,Single Family Residence,Fee Simple,"$3,494.00 ",66,66,,,,$240.41 ,,
193,TB8325436,ACT,7691 PEACE LILY AVE,WESLEY CHAPEL,33545,PASADENA POINT,,"3,016","$484,990 ",5,3,0,2024,None,Single Family Residence,Fee Simple,"$1,016.00 ",54,54,,,,$160.81 ,,
194,TB8336463,ACT,1089 MANZANAR PL,WESLEY CHAPEL,33543,UNION PARK PH 6A 6B & 6C,,"1,834","$489,000 ",3,2,0,2020,"Private, Community",Single Family Residence,Fee Simple,"$3,013.82 ",38,11,,,,$266.63 ,,
195,TB8331472,ACT,8379 ENDER HILLS DR,WESLEY CHAPEL,33545,EPPERSON RANCH,,"2,371","$489,000 ",4,3,0,2023,Community,Single Family Residence,Fee Simple,"$6,683.99 ",32,32,,,,$206.24 ,,
196,TB8333326,ACT,31472 WOODLAND RACE LOOP,WESLEY CHAPEL,33545,TWIN CREEKS AT CHAPEL CROSSINGS,,"2,586","$491,672 ",4,3,0,2024,Community,Townhouse,Fee Simple,"$2,320.00 ",23,23,,,,$190.13 ,,
197,TB8339935,ACT,4576 GAROFALO RD,WESLEY CHAPEL,33543,ESPLANADE/WIREGRASS RANCH PH,,"1,931","$499,000 ",3,2,0,2022,Community,Single Family Residence,Fee Simple,"$3,447.00 ",0,0,,,,$258.42 ,,
198,TB8326676,ACT,3324 HAYSTACK RD,WESLEY CHAPEL,33543,FOX RIDGE,,"3,180","$499,000 ",5,3,1,1994,Private,Single Family Residence,Fee Simple,"$8,571.00 ",48,48,,,,$156.92 ,,
199,TB8322985,ACT,7254 QUAIL HOLLOW BLVD,WESLEY CHAPEL,33544,QUAIL HOLLOW PINES,,"1,991","$499,000 ",4,2,1,2006,None,Single Family Residence,Fee Simple,"$3,169.79 ",60,60,,,,$250.63 ,,
200,TB8325388,ACT,31154 PENDLETON LANDING CIR,WESLEY CHAPEL,33545,PENDLETON AT CHAPEL CROSSINGS,,"2,323","$499,415 ",4,3,0,2024,Community,Single Family Residence,Fee Simple,"$2,427.00 ",54,54,,,,$214.99 ,,
201,TB8327224,ACT,2610 ROSEHAVEN DR,WESLEY CHAPEL,33544,SEVEN OAKS PARCELS S-16&S-17A,,"2,070","$499,900 ",4,2,0,2003,Community,Single Family Residence,Fee Simple,"$3,764.10 ",41,41,,,,$241.50 ,,
202,TB8325546,ACT,5344 LITTLE STREAM LN,WESLEY CHAPEL,33545,AVALON PARK WEST PRCL E PH 1,,"2,254","$499,900 ",3,2,1,2019,Community,Single Family Residence,Fee Simple,"$6,130.30 ",52,52,,,,$221.78 ,,
203,TB8332353,ACT,25806 HARTACK DR,WESLEY CHAPEL,33544,LEXINGTON OAKS VILLAGE 27,,"2,534","$499,999 ",4,2,0,2002,Community,Single Family Residence,Fee Simple,"$6,145.33 ",4,4,,,,$197.32 ,,
204,TB8337525,ACT,4316 CAIROLI CT,WESLEY CHAPEL,33543,ESPLANADE/WIREGRASS RANCH PH I,,"1,694","$500,000 ",2,2,0,2022,Community,Single Family Residence,Fee Simple,"$6,583.00 ",9,9,,,,$295.16 ,,
205,TB8329796,ACT,10058 SHORELINE VIEW WAY,WESLEY CHAPEL,33545,EPPERSON NORTH VILLAGE A-1 A-2 A-3,,"2,045","$500,000 ",4,2,1,2023,Community,Single Family Residence,Fee Simple,"$5,647.49 ",39,39,,,,$244.50 ,,
206,TB8333032,ACT,31502 WOODLAND RACE LOOP,WESLEY CHAPEL,33545,TWIN CREEKS AT CHAPEL CROSSINGS,,"2,586","$505,126 ",4,3,0,2024,Community,Townhouse,Fee Simple,"$2,320.00 ",25,25,,,,$195.33 ,,
207,TB8329111,ACT,31229 DENHAM RIDGE LN,WESLEY CHAPEL,33545,CHAPEL CROSSINGS,,"2,109","$507,849 ",3,2,0,2024,Community,Single Family Residence,Fee Simple,"$6,700.00 ",40,40,,,,$240.80 ,,
208,TB8336517,ACT,30868 KELMIN TER,WESLEY CHAPEL,33543,MEADOW POINTE 4 PRCL E & F PROV,,"2,529","$510,000 ",4,3,0,2019,Community,Single Family Residence,Fee Simple,"$2,731.97 ",11,11,,,,$201.66 ,,
209,TB8332013,ACT,31294 PENDLETON LANDING CIR,WESLEY CHAPEL,33545,CHAPEL CROSSINGS,,"2,401","$512,230 ",4,2,1,2025,Community,Single Family Residence,Fee Simple,"$2,428.00 ",31,31,,,,$213.34 ,,
210,TB8338716,ACT,7631 PEACE LILY AVE,WESLEY CHAPEL,33545,PASADENA POINT,,"3,011","$513,950 ",5,3,0,2024,None,Single Family Residence,Fee Simple,$925.00 ,6,6,,,,$170.69 ,,
211,TB8332613,ACT,34251 RADLEY WAY,WESLEY CHAPEL,33545,WATERGRASS PRCL E-3,,"2,012","$515,000 ",4,2,0,2021,Community,Single Family Residence,Fee Simple,"$6,899.00 ",18,18,,,,$255.96 ,,
212,TB8338750,ACT,7623 PEACE LILY AVE,WESLEY CHAPEL,33545,PASADENA POINT,,"3,011","$516,490 ",5,3,0,2024,None,Single Family Residence,Fee Simple,$961.00 ,6,6,,,,$171.53 ,,
213,O6261101,ACT,7929 LENNOX LOOP,WESLEY CHAPEL,33544,SANCTUARY RIDGE,,"2,333","$516,572 ",4,3,0,2024,None,Single Family Residence,Fee Simple,$453.06 ,46,46,,,,$221.42 ,,
214,TB8327594,ACT,31310 PENDLETON LANDING CIR,WESLEY CHAPEL,33545,CHAPEL CROSSINGS,,"2,481","$520,010 ",4,2,1,2025,Community,Single Family Residence,Fee Simple,"$2,428.00 ",46,46,,,,$209.60 ,,
215,TB8332014,ACT,31015 PENDLETON LANDING CIR,WESLEY CHAPEL,33545,CHAPEL CROSSINGS,,"2,615","$521,846 ",4,3,0,2024,Community,Single Family Residence,Fee Simple,"$6,636.00 ",31,31,,,,$199.56 ,,
216,TB8332026,ACT,30988 PENDLETON LANDING CIR,WESLEY CHAPEL,33545,CHAPEL CROSSINGS,,"2,615","$523,854 ",3,2,1,2024,Community,Single Family Residence,Fee Simple,"$6,660.00 ",31,31,,,,$200.33 ,,
217,L4949389,ACT,32008 GLENHOLLOW RD,WESLEY CHAPEL,33543,FOX RIDGE,,"1,859","$524,900 ",4,3,0,1995,Private,Single Family Residence,Fee Simple,"$3,377.84 ",28,28,,,,$282.36 ,,
218,TB8339224,ACT,34432 WYNTHORNE PL,WESLEY CHAPEL,33545,WATERGRASS,,"2,192","$525,000 ",4,3,0,2020,Community,Single Family Residence,Fee Simple,"$7,422.15 ",4,4,,,,$239.51 ,,
219,TB8333735,ACT,5125 SILVER CHARM TER,WESLEY CHAPEL,33544,LEXINGTON OAKS VILLAGE 08 09,,"2,788","$525,000 ",4,3,0,2003,Community,Single Family Residence,Fee Simple,"$5,794.87 ",20,20,,,,$188.31 ,,
220,TB8332001,ACT,31374 PENDLETON LANDING CIR,WESLEY CHAPEL,33545,CHAPEL CROSSINGS,,"2,615","$525,758 ",4,3,0,2024,Community,Single Family Residence,Fee Simple,"$6,696.00 ",31,31,,,,$201.05 ,,
221,TB8325231,ACT,30955 PENDLETON LANDING CIR,WESLEY CHAPEL,33545,CHAPEL CROSSINGS,,"2,615","$527,558 ",4,3,0,2024,Community,Single Family Residence,Fee Simple,"$7,400.00 ",42,42,,,,$201.74 ,,
222,TB8327538,ACT,31016 PENDLETON LANDING CIR,WESLEY CHAPEL,33545,CHAPEL CROSSINGS,,"2,481","$529,060 ",4,3,1,2024,Community,Single Family Residence,Fee Simple,"$2,485.00 ",46,46,,,,$213.24 ,,
223,TB8333695,ACT,4155 BARLETTA CT,WESLEY CHAPEL,33543,ESTANCIA PH 2A,,"2,117","$529,900 ",2,2,0,2017,Community,Villa,Fee Simple,"$7,814.00 ",15,15,,,,$250.31 ,,
224,TB8333046,ACT,4104 WARWICK HILLS DR,WESLEY CHAPEL,33543,COUNTRY WALK INCREMENT F PH 02,,"3,073","$529,900 ",5,3,0,2009,None,Single Family Residence,Fee Simple,"$9,001.00 ",25,25,,,,$172.44 ,,
225,TB8334385,ACT,7122 HERON WALK LN,WESLEY CHAPEL,33545,WATERGRASS PRCL E-3,,"2,192","$529,999 ",4,3,0,2022,Community,Single Family Residence,Fee Simple,"$8,772.00 ",18,18,,,,$241.79 ,,
